changeset,lon,visible,lat,timestamp,tags,id,version,addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,ref,url,website,amenity,atm,bank,bicycle_parking,bicycle_rental,bar,building,building:levels,cafe,car_wash,dentist,drinking_water,fast_food,fountain,fuel,ice_cream,internet_access,landuse,library,office,parking,post_office,restaurant,school,social_facility,source,start_date,university,wikipedia,alcohol,bicycle,boat,books,butcher,clothes,coffee,collector,craft,dry_cleaning,fireplace,gas,hairdresser,hardware,lottery,model,motorcycle,music,musical_instrument,organic,pet,religion,second_hand,security,shoes,shop,ski,swimming_pool,trade,vacant,video,water,wholesale,wine,attraction,guest_house,information,museum,tourism,viewpoint,geometry,osm_type,biergarten,theatre,agrarian,cosmetics,golf,outdoor,trailer,zoo,subtype,index_right,zip
0.0,-71.06482,False,42.326458,1727945667,"{""addr:state"":""MA"",""brand"":""Stop & Shop"",""brand:wikidata"":""Q3658429"",""check_date"":""2024-10-03"",""check_date:opening_hours"":""2024-10-03"",""note"":""store new since 2006 aerial imagery""}",314092543,7,Dorchester,,,1100,,02125,,Massachusetts Avenue,,Stop & Shop,Mo-Su 07:00-22:00,,+1 617-541-4700,0429,,https://stores.stopandshop.com/ma/dorchester/1100-massachusetts-avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,POINT (-71.06482 42.326458),node,,,,,,,,,,2586.0,02125
0.0,-71.02904,False,42.36572,1601909105,,326391966,3,,,,389,,,,,,Tawakal Halal,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.02904 42.36572),node,,,,,,,,,,2587.0,02128
0.0,-71.14082,False,42.362335,1723693303,"{""addr:state"":""MA"",""contact:facebook"":""118497341499142"",""cuisine"":""pizza"",""website:menu"":""https://bdpizza.com/menu/""}",329705548,6,Brighton,,,436,,02135,,Western Avenue,,Big Daddy's,Su-We 10:30-20:30; Th-Sa 10:30-21:30,,+1 617 787 1080,,,https://bdpizza.com/,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.14082 42.362335),node,,,,,,,,,,2401.0,02135
0.0,-71.13891,False,42.65381,1715212301,"{""addr:state"":""MA"",""alt_name"":""Dunkin' Donuts"",""brand"":""Dunkin'"",""brand:wikidata"":""Q847743"",""contact:website"":""https://locations.dunkindonuts.com/en/ma/andover/93-main-street/352694"",""cuisine"":""donut;coffee_shop"",""drive_through"":""no"",""takeaway"":""yes"",""wheelchair"":""yes""}",330145579,14,Andover,,,93,,01810,,Main Street,,Dunkin',Mo-Fr 05:00-19:00; Sa 05:00-18:00; Su 06:00-17:00,,+1 978 475-4193,352694,,https://locations.dunkindonuts.com/en/ma/andover/93-main-street/352694,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.13891 42.65381),node,,,,,,,,,,2396.0,01810
0.0,-71.13849,False,42.65622,1373670225,"{""created_by"":""Potlatch 0.10f"",""wheelchair"":""no""}",331119280,2,,,,,,,,,,King's Subs,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.13849 42.65622),node,,,,,,,,,,2396.0,01810
0.0,-71.14028,False,42.6564,1718847764,"{""addr:state"":""MA"",""branch"":""Main St. Andover"",""brand"":""Starbucks"",""brand:wikidata"":""Q37158"",""cuisine"":""coffee_shop"",""official_name"":""Starbucks Coffee"",""takeaway"":""yes"",""wheelchair"":""yes""}",331119283,9,Andover,,,14,,01810,,Main Street,,Starbucks,,,+1 978-475-7752,13579,,https://www.starbucks.com/store-locator/store/13579/main-st-andover-14-main-street-andover-ma-018103702-us,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.14028 42.6564),node,,,,,,,,,,2396.0,01810
0.0,-71.13885,False,42.65449,1373670546,"{""created_by"":""Potlatch 0.10f"",""wheelchair"":""yes""}",331638317,2,,,,,,,,,,Bertucci's Brick Oven Restaurant,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.13885 42.65449),node,,,,,,,,,,2396.0,01810
0.0,-71.14196,False,42.657707,1373670298,"{""created_by"":""Potlatch 0.10f"",""wheelchair"":""yes""}",332575684,2,,,,,,,,,,Boston King Cafe,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.14196 42.657707),node,,,,,,,,,,2396.0,01810
0.0,-71.131096,False,42.64682,1324421147,"{""access"":""private"",""old_name"":""Ryley Room""}",333504507,3,,,,,,,,,,The Den,,Phillips Academy,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.131096 42.64682),node,,,,,,,,,,2396.0,01810
0.0,-71.13321,False,42.649433,1232843252,"{""created_by"":""Potlatch 0.10f""}",336140146,2,,,,,,,,,,Andover Inn,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.13321 42.649433),node,,,,,,,,,,2396.0,01810
0.0,-71.13861,False,42.654095,1233196412,"{""created_by"":""Potlatch 0.10f""}",338838511,1,,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.13861 42.654095),node,,,,,,,,,,2396.0,01810
0.0,-71.48868,False,42.433834,1647788362,"{""check_date:opening_hours"":""2021-07-01"",""cuisine"":""pizza"",""wheelchair"":""yes""}",339057878,7,Stow,US,,156,,01775,,Great Road,,Stow House of Pizza,"Su-Th 11:00-21:00; Fr,Sa 11:00-22:00",,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.48868 42.433834),node,,,,,,,,,,12129.0,01775
0.0,-71.486206,False,42.432926,1681431478,"{""addr:state"":""MA"",""wheelchair"":""yes""}",339057885,9,Stow,US,,118,,01775,,Great Road,,Stow Cafe,Tu-Su 07:00-14:00,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.486206 42.432926),node,,,,,,,,,,12129.0,01775
0.0,-71.08716,False,42.393982,1696438927,"{""cuisine"":""pizza""}",345423108,4,,,,,,,,,,Romanza Pizzaria,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.08716 42.393982),node,,,,,,,,,,12765.0,02145
0.0,-71.106606,False,42.383514,1715212301,"{""addr:state"":""MA"",""alt_name"":""Dunkin' Donuts"",""brand"":""Dunkin'"",""brand:wikidata"":""Q847743"",""contact:website"":""https://locations.dunkindonuts.com/en/ma/somerville/519-somerville-ave/302673"",""cuisine"":""donut;coffee_shop"",""drive_through"":""no"",""takeaway"":""yes""}",345423146,9,Somerville,,,519,,02143,,Somerville Avenue,,Dunkin',Mo-Su 05:00-18:00,,+16176283355,302673,,https://locations.dunkindonuts.com/en/ma/somerville/519-somerville-ave/302673,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.106606 42.383514),node,,,,,,,,,,2301.0,02143
0.0,-71.152695,False,42.4147,1722182427,"{""addr:state"":""MA"",""cuisine"":""coffee_shop"",""old_name"":""Jam'n Java""}",354263117,9,Arlington,,,594,,02476,,Massachusetts Avenue,,Kickstand Cafe,Tu-Su 08:00-15:00,,,,,,cafe,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.152695 42.4147),node,,,,,,,,,,2305.0,02476
0.0,-71.151,False,42.414757,1718847764,"{""addr:state"":""MA"",""branch"":""Arlington"",""brand"":""Starbucks"",""brand:wikidata"":""Q37158"",""cuisine"":""coffee_shop"",""official_name"":""Starbucks Coffee"",""takeaway"":""yes""}",356114066,12,Arlington,,,327,,02474,,Broadway,,Starbucks,Mo-Sa 05:00-20:30; Su 05:00-19:00,,+1 781-641-2893,16694,,https://www.starbucks.com/store-locator/store/16694/arlington-327-broadway-arlington-ma-024745303-us,cafe,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.151 42.414757),node,,,,,,,,,,2972.0,02474
0.0,-71.046234,False,42.764126,1495631850,"{""gnis:feature_id"":""598996"",""old_name"":""Glynn Memorial Hospital""}",358258700,2,Haverhill,,,61,,01830,,Brown Street,,Serenity at Summit New England,,Summit Behavioral Health,+1 844 643 3869,,,https://www.summitbehavioralhealth.com/locations/inpatient-haverhill-ma/,social_facility,,,,,,,,,,,,,,,,,,,,,,,,group_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.046234 42.764126),node,,,,,,,,,group_home,12177.0,01830
0.0,-71.22061,False,42.31343,1694709192,"{""gnis:feature_id"":""600855""}",358261305,3,Newton,,,277,,02464,,Elliot Street,,The Stone Institute,,,+1 617 527 0023,,,http://www.stoneinstitute.com/,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.22061 42.31343),node,,,,,,,,,,12614.0,02464
0.0,-71.09228,False,42.418983,1714492031,"{""denomination"":""baptist"",""ele"":""6"",""gnis:feature_id"":""1973309""}",358278304,5,,,,,,,,,,New England Baptist Church,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.09228 42.418983),node,,,,,,,,,,2493.0,02155
0.0,-71.0891,False,42.34857,1714492523,"{""access"":""private"",""addr:state"":""MA"",""check_date"":""2023-06-17"",""club"":""alumni"",""gnis:feature_id"":""1971323"",""wheelchair"":""limited"",""wikidata"":""Q5676312""}",367777207,6,Boston,,,374,,02115,,Commonwealth Avenue,contact@harvardclub.com,Harvard Club of Boston,,Harvard Club of Boston,+1-617-536-1260,,,https://www.harvardclub.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,USGS Geonames,1908-01-01,,en:Harvard Club of Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.0891 42.34857),node,,,,,,,,,,2778.0,02215
0.0,-71.16033,False,42.309544,1703707606,"{""cuisine"":""american"",""gnis:feature_id"":""607101""}",367779570,5,Brookline,,,1281,,02467,,West Roxbury Parkway,,Vineripe grill,,,+1 617-278-4000,,,https://www.vineripegrill.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.16033 42.309544),node,,,,,,,,,,12615.0,02467
0.0,-71.237015,False,42.369537,1658030104,"{""addr:state"":""MA"",""cuisine"":""tapas;spanish""}",373016823,6,Waltham,,,388,,02453,,Moody Street,,Solea,"Tu-Th 17:00-22:00, Fr 17:00-23:00, Sa 12:00-23:00, Su 12:00-22:00, Mo off",,+1 781 894 1805,,,https://www.soleatapas.com,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.237015 42.369537),node,,,,,,,,,,2589.0,02453
0.0,-71.45642,False,42.468945,1715212301,"{""addr:state"":""MA"",""alt_name"":""Dunkin' Donuts"",""brand"":""Dunkin'"",""brand:wikidata"":""Q847743"",""contact:website"":""https://locations.dunkindonuts.com/en/ma/acton/212-main-st/342899"",""cuisine"":""donut;coffee_shop"",""drive_through"":""no"",""takeaway"":""yes""}",387544816,6,Acton,,,212,,01720,,Main Street,,Dunkin',Mo-Fr 04:30-18:00; Sa 05:00-18:00; Su 05:00-17:00,,+1 978-266-8942,342899,,https://locations.dunkindonuts.com/en/ma/acton/212-main-st/342899,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.45642 42.468945),node,,,,,,,,,,12546.0,01720
0.0,-71.4565,False,42.469025,1389464614,"{""cuisine"":""thai""}",387544817,5,Acton,,,214,,01720,,Main Street,,Benjarong,,,+1 978 635 9580,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.4565 42.469025),node,,,,,,,,,,12546.0,01720
0.0,-71.51156,False,42.436554,1743272771,,389150663,10,,,,,,,,,,Derby Ridge Farm,"Aug-Dec Mo,We-Su 10:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,farm,,,,,,,,,,,,,,,POINT (-71.51156 42.436554),node,,,,,,,,,,12129.0,01775
0.0,-71.78857,False,42.33575,1458098053,"{""cuisine"":""irish""}",389155986,2,,,,,,,,,,O'Connors,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.78857 42.33575),node,,,,,,,,,,2487.0,01606
0.0,-71.75119,False,42.2756,1707444727,"{""addr:state"":""MA"",""branch"":""Shrewsbury"",""brand"":""Trader Joe's"",""brand:wikidata"":""Q688825"",""wheelchair"":""yes""}",389156199,9,Shrewsbury,,,77,,01545,,Boston Turnpike,,Trader Joe's,Mo-Su 08:00-21:00,,+1 508-755-9560,508,,https://locations.traderjoes.com/ma/shrewsbury/508/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,POINT (-71.75119 42.2756),node,,,,,,,,,,12219.0,01545
0.0,-71.75309,False,42.273148,1715164482,"{""addr:state"":""MA"",""brand"":""Panera Bread"",""brand:wikidata"":""Q7130852"",""cuisine"":""sandwich;bakery"",""short_name"":""Panera"",""takeaway"":""yes""}",389156203,9,Shrewsbury,,,50,,01545,,Boston Turnpike,,Panera Bread,"Mo-Th 06:00-21:30; Fr,Sa 06:00-22:00; Su 06:30-21:00",,+1 508-798-9949,,,https://locations.panerabread.com/ma/shrewsbury/50-boston-turnpike.html,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.75309 42.273148),node,,,,,,,,,,12219.0,01545
0.0,-71.45394,False,42.47362,1329788652,"{""cuisine"":""pizza""}",392156341,2,,,,,,,,,,Sorrento's,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.45394 42.47362),node,,,,,,,,,,12546.0,01720
0.0,-71.451706,False,42.474926,1718847764,"{""addr:state"":""MA"",""branch"":""Acton, Kelly's Corner"",""brand"":""Starbucks"",""brand:wikidata"":""Q37158"",""cuisine"":""coffee_shop"",""indoor_seating"":""yes"",""official_name"":""Starbucks Coffee"",""outdoor_seating"":""yes"",""takeaway"":""yes"",""wheelchair"":""limited""}",392156345,11,Acton,,,411,,01720,,Massachusettes Avenue,,Starbucks,,,+1 978-264-1992,15302,,https://www.starbucks.com/store-locator/store/15302/acton-kellys-corner-411-massachusettes-ave-acton-ma-017203739-us,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.451706 42.474926),node,,,,,,,,,,12546.0,01720
0.0,-71.448784,False,42.475235,1705375052,"{""addr:state"":""MA"",""brand"":""Roche Bros."",""brand:wikidata"":""Q7353834"",""wheelchair"":""yes""}",392156348,7,Acton,,,387,,01720,,Massachusetts Avenue,,Roche Bros.,Mo-Sa 07:00-21:00; Su 08:00-20:00,,+1 978 263 0404,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,POINT (-71.448784 42.475235),node,,,,,,,,,,12546.0,01720
0.0,-71.105774,False,42.364773,1691164436,"{""addr:state"":""MA"",""outdoor_seating"":""yes""}",417080191,7,Cambridge,,,286,,02139,,Franklin Street,,Andala Coffee House,"Mo-Fr 09:00-23:00, Sa-Su 08:00-23:00",,+1 617 945 2212,,,https://www.andalacoffee.com/,cafe,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.105774 42.364773),node,,,,,,,,,,12754.0,02139
0.0,-72.0666,False,42.116222,1705375052,"{""brand"":""Cracker Barrel"",""brand:wikidata"":""Q4492609"",""cuisine"":""american"",""official_name"":""Cracker Barrel Old Country Store""}",431076621,4,,,,,,,,,,Cracker Barrel,"06:00-22:00; Fr, Sa 06:00-23:00",,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.0666 42.116222),node,,,,,,,,,,12053.0,01566
0.0,-72.06582,False,42.11647,1716373511,"{""addr:state"":""MA"",""brand"":""Wendy's"",""brand:wikidata"":""Q550258"",""cuisine"":""burger"",""drive_through"":""yes"",""internet_access:fee"":""no"",""opening_hours:drive_through"":""Mo-Su 06:30-01:00"",""takeaway"":""yes"",""toilets"":""yes"",""toilets:access"":""yes"",""toilets:wheelchair"":""yes""}",431076702,7,Sturbridge,,,211,,01566,,Charlton Road,,Wendy's,06:30-22:00,,+1 508-347-8702,,,https://locations.wendys.com/united-states/ma/sturbridge/211-charlton-road,fast_food,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.06582 42.11647),node,,,,,,,,,,12053.0,01566
0.0,-71.15191,False,42.414764,1706111800,"{""addr:state"":""MA"",""cuisine"":""thai;vietnamese"",""old_name"":""Sweet Chilli"",""self_service"":""yes"",""takeaway"":""yes""}",433558247,4,Arlington,,,470-472,,02474,,Massachusetts Avenue,,Noodle Market,We-Mo 11:30-21:30,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.15191 42.414764),node,,,,,,,,,,2972.0,02474
0.0,-71.14852,False,42.41132,1680214344,"{""addr:state"":""MA"",""cuisine"":""indian;nepalese"",""old_name"":""Prose;Sabzi"",""takeaway"":""yes""}",433561048,4,Arlington,,,352,,,,Massachusetts Avenue,,Makalu Nepali & Indian Cuisine,We-Mo 11:30-21:00,,+1-781-316-0051,,,https://www.makalucusine.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.14852 42.41132),node,,,,,,,,,,2972.0,02474
0.0,-71.15105,False,42.415096,1706557701,"{""check_date"":""2024-01-29""}",439211089,4,,,,,,,,,,Gail Ann Coffee Shop,Mo-Fr 05:00-17:00; Sa 05:00-15:00; Su 05:00-14:00,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.15105 42.415096),node,,,,,,,,,,2972.0,02474
0.0,-71.15211,False,42.415237,1734102497,"{""addr:state"":""MA"",""check_date"":""2024-12-12"",""cuisine"":""indian""}",439211373,8,Arlington,,,485,,02474,,Massachusetts Avenue,,Punjab,Mo off; Tu-Su 11:00-22:00,,+1 781-643-0943,,,https://punjabarlington.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.15211 42.415237),node,,,,,,,,,,2972.0,02474
0.0,-71.10246,False,42.360218,1725205011,"{""check_date"":""2024-09-01""}",441291604,4,,,,,,,,,,Pacific Street Cafe,Mo-Fr 07:00-18:00,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.10246 42.360218),node,,,,,,,,,,12754.0,02139
